"STD_NAME","FILTER","POLICY_NAME"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_PM_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_SystemLog_Kye_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_SystemLog_Login_W"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_SHAKE_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_SHAKE_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_SHAKE_W"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Hardware_SerFound_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Hardware_Storage_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_LCDisk_UPct_SHAKE_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_LCDisk_UPct_SHAKE_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_SHAKE_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_SHAKE_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_SHAKE_W"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_COUNT_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_STATUS_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_STATUS_W"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_PM_M"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_SystemLog_Kye_C"
"WINDOWS OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_SystemLog_Login_W"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_AIX_Log_Errpt_Dup_C"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_AIX_Log_Errpt_Error_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_AIX_Log_Errpt_W"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_AIX_Log_Nosp_W"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_Bug_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_DirIndex_C"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_DownLink_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_Error_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_EthStat_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_LinkDown_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_LoginStat_W"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_Nosp_W"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_OOPS_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_OutMem_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_panic_C"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_LZ_Log_Msg_ShutDown_FS_C"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_Unix_Log_Wtmp_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_VCS_ERRLog_M"
"AIX/LINUX 系统日志监控标准","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE in('AIX','SUSE','REDHAT','CENTOS') and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO);MO_TYPE=UNIX_LOG","CEB_VCS_ERRLog_W"
